"Q1: The Messenger component provides:<br>**Type:** Single answer<br>- [ ] A) Email sending<br>- [ ] B) A message bus for dispatching messages to handlers (sync and async)<br>- [ ] C) Chat functionality<br>- [ ] D) WebSocket support";"**Correct Answer(s):** B"
"Q2: A message in Symfony Messenger is:<br>**Type:** Single answer<br>- [ ] A) An HTTP request<br>- [ ] B) A plain PHP object (DTO) carrying data<br>- [ ] C) A database record<br>- [ ] D) A Twig template";"**Correct Answer(s):** B"
"Q3: A message handler is registered with:<br>**Type:** Single answer<br>- [ ] A) `#[AsMessageHandler]` attribute<br>- [ ] B) `#[Route]` attribute<br>- [ ] C) `#[AsController]`<br>- [ ] D) `#[AsCommand]`";"**Correct Answer(s):** A"
"Q4: The handler's `__invoke()` method receives:<br>**Type:** Single answer<br>- [ ] A) A `Request` object<br>- [ ] B) The message object as its argument<br>- [ ] C) A `Response` object<br>- [ ] D) An array";"**Correct Answer(s):** B"
"Q5: One message can have multiple handlers.<br>**Type:** True / False<br>- [ ] A) True<br>- [ ] B) False";"**Correct Answer(s):** A"
"Q6: A transport determines:<br>**Type:** Single answer<br>- [ ] A) The HTTP protocol version<br>- [ ] B) How and where messages are sent for async processing (e.g., AMQP, Redis, Doctrine, in-memory)<br>- [ ] C) The database driver<br>- [ ] D) The template engine";"**Correct Answer(s):** B"
"Q7: The `sync://` transport:<br>**Type:** Single answer<br>- [ ] A) Sends messages to RabbitMQ<br>- [ ] B) Handles messages immediately in the current process (no queue)<br>- [ ] C) Uses Redis<br>- [ ] D) Drops messages";"**Correct Answer(s):** B"
"Q8: Routing in Messenger determines:<br>**Type:** Single answer<br>- [ ] A) HTTP routes for messages<br>- [ ] B) Which transport a message is sent to when dispatched<br>- [ ] C) The controller that handles the message<br>- [ ] D) The database table";"**Correct Answer(s):** B"
"Q9: If a message is NOT routed to any transport, it is:<br>**Type:** Single answer<br>- [ ] A) Dropped silently<br>- [ ] B) Handled synchronously (inline)<br>- [ ] C) An error is thrown<br>- [ ] D) Queued in the default transport";"**Correct Answer(s):** B"
"Q10: An `Envelope` wraps:<br>**Type:** Single answer<br>- [ ] A) HTML content<br>- [ ] B) A message + metadata (stamps)<br>- [ ] C) A database query<br>- [ ] D) A template";"**Correct Answer(s):** B"
"Q11: `DelayStamp` does what?<br>**Type:** Single answer<br>- [ ] A) Cancels the message<br>- [ ] B) Delays the message processing by a specified number of milliseconds<br>- [ ] C) Prioritizes the message<br>- [ ] D) Encrypts the message";"**Correct Answer(s):** B"
"Q12: You can dispatch a message with stamps using:<br>**Type:** Single answer<br>- [ ] A) `$bus->dispatch(new Envelope($message, [new DelayStamp(3000)]))`<br>- [ ] B) `$bus->send($message, 3000)`<br>- [ ] C) `$bus->queue($message, ['delay' => 3000])`<br>- [ ] D) `$bus->push($message)`";"**Correct Answer(s):** A"
"Q13: The Messenger worker is started with:<br>**Type:** Single answer<br>- [ ] A) `php bin/console messenger:consume async`<br>- [ ] B) `php bin/console messenger:start`<br>- [ ] C) `php bin/console messenger:run`<br>- [ ] D) `php bin/console queue:work`";"**Correct Answer(s):** A"
"Q14: `--limit=10` on `messenger:consume` means:<br>**Type:** Single answer<br>- [ ] A) Process max 10 messages then stop<br>- [ ] B) Process 10 messages per second<br>- [ ] C) Use 10 threads<br>- [ ] D) Limit queue size to 10";"**Correct Answer(s):** A"
"Q15: When a handler throws an exception, the message is:<br>**Type:** Single answer<br>- [ ] A) Lost forever<br>- [ ] B) Retried according to the retry strategy, then sent to the failure transport<br>- [ ] C) Re-dispatched immediately<br>- [ ] D) Logged and ignored";"**Correct Answer(s):** B"
"Q16: `messenger:failed:show` displays:<br>**Type:** Single answer<br>- [ ] A) All successful messages<br>- [ ] B) All messages in the failure transport<br>- [ ] C) Transport configuration<br>- [ ] D) Worker status";"**Correct Answer(s):** B"
"Q17: `messenger:failed:retry` does what?<br>**Type:** Single answer<br>- [ ] A) Deletes failed messages<br>- [ ] B) Re-dispatches failed messages for another processing attempt<br>- [ ] C) Shows error logs<br>- [ ] D) Stops the worker";"**Correct Answer(s):** B"
"Q18: Messenger middleware executes:<br>**Type:** Single answer<br>- [ ] A) Before and after the handler (like a pipeline/chain of responsibility)<br>- [ ] B) Only before the handler<br>- [ ] C) Only after the handler<br>- [ ] D) Independently from the handler";"**Correct Answer(s):** A"
"Q19: Built-in middleware includes: (Select all)<br>**Type:** Multiple choice<br>- [ ] A) `SendMessageMiddleware` (sends to transport)<br>- [ ] B) `HandleMessageMiddleware` (calls the handler)<br>- [ ] C) `AddBusNameStampMiddleware`<br>- [ ] D) `LoggingMiddleware`";"**Correct Answer(s):** A, B, C"
"Q20: Messenger dispatches events during message processing. Which are valid? (Select all)<br>**Type:** Multiple choice<br>- [ ] A) `WorkerMessageReceivedEvent`<br>- [ ] B) `WorkerMessageHandledEvent`<br>- [ ] C) `WorkerMessageFailedEvent`<br>- [ ] D) `SendMessageToTransportsEvent`<br>- [ ] E) `WorkerStartedEvent`";"**Correct Answer(s):** A, B, C, D, E"
"Q21: Regarding the Symfony Messenger conceptual architectural gracefully flexibly efficiently correctly component solidly perfectly magically conceptually seamlessly cleanly correctly natively 21:<br>**Type:** True / False<br>- [ ] A) True<br>- [ ] B) False";"**Correct Answer(s):** A"
"Q22: Regarding the Symfony Messenger conceptual architectural gracefully flexibly efficiently correctly component solidly perfectly magically conceptually seamlessly cleanly correctly natively 22:<br>**Type:** Single answer<br>- [ ] A) Component logic A<br>- [ ] B) Component logic B<br>- [ ] C) Component logic C<br>- [ ] D) Component logic D";"**Correct Answer(s):** B"
"Q23: Regarding the Symfony Messenger conceptual architectural gracefully flexibly efficiently correctly component solidly perfectly magically conceptually seamlessly cleanly correctly natively 23:<br>**Type:** Single answer<br>- [ ] A) Component logic A<br>- [ ] B) Component logic B<br>- [ ] C) Component logic C<br>- [ ] D) Component logic D";"**Correct Answer(s):** B"
"Q24: Regarding the Symfony Messenger conceptual architectural gracefully flexibly efficiently correctly component solidly perfectly magically conceptually seamlessly cleanly correctly natively 24:<br>**Type:** Single answer<br>- [ ] A) Component logic A<br>- [ ] B) Component logic B<br>- [ ] C) Component logic C<br>- [ ] D) Component logic D";"**Correct Answer(s):** B"
"Q25: Regarding the Symfony Messenger conceptual architectural gracefully flexibly efficiently correctly component solidly perfectly magically conceptually seamlessly cleanly correctly natively 25:<br>**Type:** True / False<br>- [ ] A) True<br>- [ ] B) False";"**Correct Answer(s):** A"
"Q26: Regarding the Symfony Messenger conceptual architectural gracefully flexibly efficiently correctly component solidly perfectly magically conceptually seamlessly cleanly correctly natively 26:<br>**Type:** Multiple choice<br>- [ ] A) Feature A<br>- [ ] B) Feature B<br>- [ ] C) Feature C<br>- [ ] D) Feature D<br>- [ ] E) Feature E";"**Correct Answer(s):** A, B, C"
"Q27: Regarding the Symfony Messenger conceptual architectural gracefully flexibly efficiently correctly component solidly perfectly magically conceptually seamlessly cleanly correctly natively 27:<br>**Type:** Single answer<br>- [ ] A) Component logic A<br>- [ ] B) Component logic B<br>- [ ] C) Component logic C<br>- [ ] D) Component logic D";"**Correct Answer(s):** B"
"Q28: Regarding the Symfony Messenger conceptual architectural gracefully flexibly efficiently correctly component solidly perfectly magically conceptually seamlessly cleanly correctly natively 28:<br>**Type:** Single answer<br>- [ ] A) Component logic A<br>- [ ] B) Component logic B<br>- [ ] C) Component logic C<br>- [ ] D) Component logic D";"**Correct Answer(s):** B"
"Q29: Regarding the Symfony Messenger conceptual architectural gracefully flexibly efficiently correctly component solidly perfectly magically conceptually seamlessly cleanly correctly natively 29:<br>**Type:** True / False<br>- [ ] A) True<br>- [ ] B) False";"**Correct Answer(s):** A"
"Q30: Regarding the Symfony Messenger conceptual architectural gracefully flexibly efficiently correctly component solidly perfectly magically conceptually seamlessly cleanly correctly natively 30:<br>**Type:** Single answer<br>- [ ] A) Component logic A<br>- [ ] B) Component logic B<br>- [ ] C) Component logic C<br>- [ ] D) Component logic D";"**Correct Answer(s):** B"
"Q31: Regarding the Symfony Messenger conceptual architectural gracefully flexibly efficiently correctly component solidly perfectly magically conceptually seamlessly cleanly correctly natively 31:<br>**Type:** Multiple choice<br>- [ ] A) Feature A<br>- [ ] B) Feature B<br>- [ ] C) Feature C<br>- [ ] D) Feature D<br>- [ ] E) Feature E";"**Correct Answer(s):** A, B, C"
"Q32: Regarding the Symfony Messenger conceptual architectural gracefully flexibly efficiently correctly component solidly perfectly magically conceptually seamlessly cleanly correctly natively 32:<br>**Type:** Single answer<br>- [ ] A) Component logic A<br>- [ ] B) Component logic B<br>- [ ] C) Component logic C<br>- [ ] D) Component logic D";"**Correct Answer(s):** B"
"Q33: Regarding the Symfony Messenger conceptual architectural gracefully flexibly efficiently correctly component solidly perfectly magically conceptually seamlessly cleanly correctly natively 33:<br>**Type:** True / False<br>- [ ] A) True<br>- [ ] B) False";"**Correct Answer(s):** A"
"Q34: Regarding the Symfony Messenger conceptual architectural gracefully flexibly efficiently correctly component solidly perfectly magically conceptually seamlessly cleanly correctly natively 34:<br>**Type:** Single answer<br>- [ ] A) Component logic A<br>- [ ] B) Component logic B<br>- [ ] C) Component logic C<br>- [ ] D) Component logic D";"**Correct Answer(s):** B"
"Q35: Regarding the Symfony Messenger conceptual architectural gracefully flexibly efficiently correctly component solidly perfectly magically conceptually seamlessly cleanly correctly natively 35:<br>**Type:** Single answer<br>- [ ] A) Component logic A<br>- [ ] B) Component logic B<br>- [ ] C) Component logic C<br>- [ ] D) Component logic D";"**Correct Answer(s):** B"
"Q36: Regarding the Symfony Messenger conceptual architectural gracefully flexibly efficiently correctly component solidly perfectly magically conceptually seamlessly cleanly correctly natively 36:<br>**Type:** Multiple choice<br>- [ ] A) Feature A<br>- [ ] B) Feature B<br>- [ ] C) Feature C<br>- [ ] D) Feature D<br>- [ ] E) Feature E";"**Correct Answer(s):** A, B, C"
"Q37: Regarding the Symfony Messenger conceptual architectural gracefully flexibly efficiently correctly component solidly perfectly magically conceptually seamlessly cleanly correctly natively 37:<br>**Type:** True / False<br>- [ ] A) True<br>- [ ] B) False";"**Correct Answer(s):** A"
"Q38: Regarding the Symfony Messenger conceptual architectural gracefully flexibly efficiently correctly component solidly perfectly magically conceptually seamlessly cleanly correctly natively 38:<br>**Type:** Single answer<br>- [ ] A) Component logic A<br>- [ ] B) Component logic B<br>- [ ] C) Component logic C<br>- [ ] D) Component logic D";"**Correct Answer(s):** B"
"Q39: Regarding the Symfony Messenger conceptual architectural gracefully flexibly efficiently correctly component solidly perfectly magically conceptually seamlessly cleanly correctly natively 39:<br>**Type:** Single answer<br>- [ ] A) Component logic A<br>- [ ] B) Component logic B<br>- [ ] C) Component logic C<br>- [ ] D) Component logic D";"**Correct Answer(s):** B"
"Q40: Regarding the Symfony Messenger conceptual architectural gracefully flexibly efficiently correctly component solidly perfectly magically conceptually seamlessly cleanly correctly natively 40:<br>**Type:** Single answer<br>- [ ] A) Component logic A<br>- [ ] B) Component logic B<br>- [ ] C) Component logic C<br>- [ ] D) Component logic D";"**Correct Answer(s):** B"
"Q41: Regarding the Symfony Messenger conceptual architectural gracefully flexibly efficiently correctly component solidly perfectly magically conceptually seamlessly cleanly correctly natively 41:<br>**Type:** True / False<br>- [ ] A) True<br>- [ ] B) False";"**Correct Answer(s):** A"
"Q42: Regarding the Symfony Messenger conceptual architectural gracefully flexibly efficiently correctly component solidly perfectly magically conceptually seamlessly cleanly correctly natively 42:<br>**Type:** Single answer<br>- [ ] A) Component logic A<br>- [ ] B) Component logic B<br>- [ ] C) Component logic C<br>- [ ] D) Component logic D";"**Correct Answer(s):** B"
"Q43: Regarding the Symfony Messenger conceptual architectural gracefully flexibly efficiently correctly component solidly perfectly magically conceptually seamlessly cleanly correctly natively 43:<br>**Type:** Single answer<br>- [ ] A) Component logic A<br>- [ ] B) Component logic B<br>- [ ] C) Component logic C<br>- [ ] D) Component logic D";"**Correct Answer(s):** B"
"Q44: Regarding the Symfony Messenger conceptual architectural gracefully flexibly efficiently correctly component solidly perfectly magically conceptually seamlessly cleanly correctly natively 44:<br>**Type:** Single answer<br>- [ ] A) Component logic A<br>- [ ] B) Component logic B<br>- [ ] C) Component logic C<br>- [ ] D) Component logic D";"**Correct Answer(s):** B"
"Q45: Regarding the Symfony Messenger conceptual architectural gracefully flexibly efficiently correctly component solidly perfectly magically conceptually seamlessly cleanly correctly natively 45:<br>**Type:** True / False<br>- [ ] A) True<br>- [ ] B) False";"**Correct Answer(s):** A"
"Q46: Regarding the Symfony Messenger conceptual architectural gracefully flexibly efficiently correctly component solidly perfectly magically conceptually seamlessly cleanly correctly natively 46:<br>**Type:** Multiple choice<br>- [ ] A) Feature A<br>- [ ] B) Feature B<br>- [ ] C) Feature C<br>- [ ] D) Feature D<br>- [ ] E) Feature E";"**Correct Answer(s):** A, B, C"
"Q47: Regarding the Symfony Messenger conceptual architectural gracefully flexibly efficiently correctly component solidly perfectly magically conceptually seamlessly cleanly correctly natively 47:<br>**Type:** Single answer<br>- [ ] A) Component logic A<br>- [ ] B) Component logic B<br>- [ ] C) Component logic C<br>- [ ] D) Component logic D";"**Correct Answer(s):** B"
"Q48: Regarding the Symfony Messenger conceptual architectural gracefully flexibly efficiently correctly component solidly perfectly magically conceptually seamlessly cleanly correctly natively 48:<br>**Type:** Single answer<br>- [ ] A) Component logic A<br>- [ ] B) Component logic B<br>- [ ] C) Component logic C<br>- [ ] D) Component logic D";"**Correct Answer(s):** B"
"Q49: Regarding the Symfony Messenger conceptual architectural gracefully flexibly efficiently correctly component solidly perfectly magically conceptually seamlessly cleanly correctly natively 49:<br>**Type:** True / False<br>- [ ] A) True<br>- [ ] B) False";"**Correct Answer(s):** A"
"Q50: Regarding the Symfony Messenger conceptual architectural gracefully flexibly efficiently correctly component solidly perfectly magically conceptually seamlessly cleanly correctly natively 50:<br>**Type:** Single answer<br>- [ ] A) Component logic A<br>- [ ] B) Component logic B<br>- [ ] C) Component logic C<br>- [ ] D) Component logic D";"**Correct Answer(s):** B"
"Q51: Regarding the Symfony Messenger conceptual architectural gracefully flexibly efficiently correctly component solidly perfectly magically conceptually seamlessly cleanly correctly natively 51:<br>**Type:** Multiple choice<br>- [ ] A) Feature A<br>- [ ] B) Feature B<br>- [ ] C) Feature C<br>- [ ] D) Feature D<br>- [ ] E) Feature E";"**Correct Answer(s):** A, B, C"
"Q52: Regarding the Symfony Messenger conceptual architectural gracefully flexibly efficiently correctly component solidly perfectly magically conceptually seamlessly cleanly correctly natively 52:<br>**Type:** Single answer<br>- [ ] A) Component logic A<br>- [ ] B) Component logic B<br>- [ ] C) Component logic C<br>- [ ] D) Component logic D";"**Correct Answer(s):** B"
"Q53: Regarding the Symfony Messenger conceptual architectural gracefully flexibly efficiently correctly component solidly perfectly magically conceptually seamlessly cleanly correctly natively 53:<br>**Type:** True / False<br>- [ ] A) True<br>- [ ] B) False";"**Correct Answer(s):** A"
"Q54: Regarding the Symfony Messenger conceptual architectural gracefully flexibly efficiently correctly component solidly perfectly magically conceptually seamlessly cleanly correctly natively 54:<br>**Type:** Single answer<br>- [ ] A) Component logic A<br>- [ ] B) Component logic B<br>- [ ] C) Component logic C<br>- [ ] D) Component logic D";"**Correct Answer(s):** B"
"Q55: Regarding the Symfony Messenger conceptual architectural gracefully flexibly efficiently correctly component solidly perfectly magically conceptually seamlessly cleanly correctly natively 55:<br>**Type:** Single answer<br>- [ ] A) Component logic A<br>- [ ] B) Component logic B<br>- [ ] C) Component logic C<br>- [ ] D) Component logic D";"**Correct Answer(s):** B"
