"Q1: PHP 8.1 introduced Fibers for cooperative multitasking.<br>**Type:** True / False<br>- [ ] A) True<br>- [ ] B) False";"**Correct Answer(s):** A"
"Q2: Which PHP version introduced the `readonly` keyword for class properties?<br>**Type:** Single answer<br>- [ ] A) PHP 8.0<br>- [ ] B) PHP 8.1<br>- [ ] C) PHP 8.2<br>- [ ] D) PHP 8.3";"**Correct Answer(s):** B"
"Q3: Which of the following features were introduced in PHP 8.0? (Select all that apply)<br>**Type:** Multiple choice<br>- [ ] A) Named arguments<br>- [ ] B) Union types<br>- [ ] C) Match expressions<br>- [ ] D) Enumerations<br>- [ ] E) Attributes<br>- [ ] F) Fibers";"**Correct Answer(s):** A, B, C, E"
"Q4: What is the output of the following PHP 8.0 code?<br>```php<br>echo match(true) {<br>    1 > 2 => 'A',<br>    3 > 2 => 'B',<br>    default => 'C',<br>};<br>```<br>**Type:** Single answer<br>- [ ] A) A<br>- [ ] B) B<br>- [ ] C) C<br>- [ ] D) A fatal error";"**Correct Answer(s):** B"
"Q5: PHP 8.2 introduced `readonly` classes. What does marking a class as `readonly` do?<br>**Type:** Single answer<br>- [ ] A) All methods become read-only (no side effects)<br>- [ ] B) All declared properties are implicitly `readonly`<br>- [ ] C) The class cannot be instantiated<br>- [ ] D) The class cannot be extended";"**Correct Answer(s):** B"
"Q6: Which PHP 8.1 feature allows declaring types on class constants?<br>**Type:** Single answer<br>- [ ] A) Typed constants<br>- [ ] B) `const` type declarations<br>- [ ] C) None — typed class constants were introduced in PHP 8.3<br>- [ ] D) Readonly constants";"**Correct Answer(s):** C"
"Q7: In PHP 8.0, constructor property promotion allows you to declare and assign properties in the constructor signature.<br>**Type:** True / False<br>- [ ] A) True<br>- [ ] B) False";"**Correct Answer(s):** A"
"Q8: Which of the following are valid PHP 8.0+ features? (Select all that apply)<br>**Type:** Multiple choice<br>- [ ] A) Nullsafe operator `?->`<br>- [ ] B) `str_contains()` function<br>- [ ] C) `str_starts_with()` function<br>- [ ] D) `array_find()` function<br>- [ ] E) `str_ends_with()` function";"**Correct Answer(s):** A, B, C, E"
"Q9: What does the `never` return type in PHP 8.1 indicate?<br>**Type:** Single answer<br>- [ ] A) The function returns `null`<br>- [ ] B) The function always throws an exception or calls `exit()`<br>- [ ] C) The function returns `void`<br>- [ ] D) The function has no return type";"**Correct Answer(s):** B"
"Q10: Intersection types (e.g., `CountableInterface&Iterator`) were introduced in which PHP version?<br>**Type:** Single answer<br>- [ ] A) PHP 8.0<br>- [ ] B) PHP 8.1<br>- [ ] C) PHP 8.2<br>- [ ] D) PHP 8.3";"**Correct Answer(s):** B"
"Q11: What is the output of this PHP 8.0 code?<br>```php<br>function test(string $a, string $b): string {<br>    return "$a-$b";<br>}<br>echo test(b: 'world', a: 'hello');<br>```<br>**Type:** Single answer<br>- [ ] A) world-hello<br>- [ ] B) hello-world<br>- [ ] C) A fatal error<br>- [ ] D) A warning";"**Correct Answer(s):** B"
"Q12: Which PHP version first supported Disjunctive Normal Form (DNF) types like `(A&B)|C`?<br>**Type:** Single answer<br>- [ ] A) PHP 8.1<br>- [ ] B) PHP 8.2<br>- [ ] C) PHP 8.3<br>- [ ] D) PHP 8.4";"**Correct Answer(s):** B"
"Q13: PHP 8.3 introduced the `#[\Override]` attribute. What does it do?<br>**Type:** Single answer<br>- [ ] A) Prevents the method from being overridden<br>- [ ] B) Marks a method as intentionally overriding a parent method — errors if no parent method exists<br>- [ ] C) Forces subclasses to override the method<br>- [ ] D) Marks the method as deprecated";"**Correct Answer(s):** B"
"Q14: The `json_validate()` function was introduced in PHP 8.3.<br>**Type:** True / False<br>- [ ] A) True<br>- [ ] B) False";"**Correct Answer(s):** A"
"Q15: What is the output of this PHP 8.0 code?<br>```php<br>$result = match('0') {<br>    0 => 'integer zero',<br>    '0' => 'string zero',<br>    false => 'false',<br>};<br>echo $result;<br>```<br>**Type:** Single answer<br>- [ ] A) integer zero<br>- [ ] B) string zero<br>- [ ] C) false<br>- [ ] D) UnhandledMatchError";"**Correct Answer(s):** B"
"Q16: In PHP 8.4, the `new MyClass()->method()` chaining syntax without parentheses wrapping is now valid.<br>**Type:** True / False<br>- [ ] A) True<br>- [ ] B) False";"**Correct Answer(s):** A"
"Q17: Which of the following functions were added in PHP 8.4? (Select all that apply)<br>**Type:** Multiple choice<br>- [ ] A) `array_find()`<br>- [ ] B) `array_find_key()`<br>- [ ] C) `array_any()`<br>- [ ] D) `array_all()`<br>- [ ] E) `array_filter()`";"**Correct Answer(s):** A, B, C, D"
"Q18: PHP 8.1 added `enum` as a built-in language construct. Before 8.1, enums had to be emulated with constants or third-party libraries.<br>**Type:** True / False<br>- [ ] A) True<br>- [ ] B) False";"**Correct Answer(s):** A"
"Q19: What is the output?<br>```php<br>$fn = fn(int $x) => $x * 2;<br>echo $fn(5);<br>```<br>**Type:** Single answer<br>- [ ] A) 10<br>- [ ] B) 5<br>- [ ] C) A fatal error — arrow functions require `function` keyword<br>- [ ] D) A warning";"**Correct Answer(s):** A"
"Q20: Which PHP version introduced the `null`, `true`, and `false` as standalone types?<br>**Type:** Single answer<br>- [ ] A) PHP 8.0<br>- [ ] B) PHP 8.1<br>- [ ] C) PHP 8.2<br>- [ ] D) PHP 8.3";"**Correct Answer(s):** C"
"Q21: First-class callable syntax (`strlen(...)`) was introduced in PHP 8.0.<br>**Type:** True / False<br>- [ ] A) True<br>- [ ] B) False";"**Correct Answer(s):** B"
"Q22: What does `#[Attribute(Attribute::TARGET_METHOD)]` mean on a custom attribute class?<br>**Type:** Single answer<br>- [ ] A) The attribute can only be applied to methods<br>- [ ] B) The attribute can only be applied to classes<br>- [ ] C) The attribute is deprecated<br>- [ ] D) The attribute can be applied anywhere";"**Correct Answer(s):** A"
"Q23: PHP 8.3 introduced `#[\Override]`. What happens if you apply it to a method that does NOT override a parent method?<br>**Type:** Single answer<br>- [ ] A) Nothing happens<br>- [ ] B) A deprecation notice is triggered<br>- [ ] C) A fatal error is thrown at compile time<br>- [ ] D) A warning is triggered at runtime";"**Correct Answer(s):** C"
"Q24: Which of these are valid `match` expression features in PHP 8.0? (Select all)<br>**Type:** Multiple choice<br>- [ ] A) Uses strict comparison (`===`)<br>- [ ] B) Returns a value<br>- [ ] C) Supports fall-through like `switch`<br>- [ ] D) Throws `UnhandledMatchError` if no arm matches and no `default`<br>- [ ] E) Multiple conditions per arm (comma-separated)";"**Correct Answer(s):** A, B, D, E"
"Q25: What does `mixed` type mean in PHP 8.0+?<br>**Type:** Single answer<br>- [ ] A) The type is unknown<br>- [ ] B) Equivalent to `string|int|float|bool|array|object|callable|null`<br>- [ ] C) The variable must contain a mix of types<br>- [ ] D) The parameter is optional";"**Correct Answer(s):** B"
"Q26: In PHP 8.2, which of the following is deprecated?<br>**Type:** Multiple choice<br>- [ ] A) Dynamic properties on classes without `#[AllowDynamicProperties]`<br>- [ ] B) `utf8_encode()` and `utf8_decode()`<br>- [ ] C) `readonly` properties<br>- [ ] D) The `${}` variable interpolation syntax";"**Correct Answer(s):** A, B, D"
"Q27: What is the output?<br>```php<br>$arr = [3, 1, 4, 1, 5];<br>$found = array_find($arr, fn($v) => $v > 3);<br>echo $found;<br>```<br>**Type:** Single answer<br>- [ ] A) 3<br>- [ ] B) 4<br>- [ ] C) 5<br>- [ ] D) `null`";"**Correct Answer(s):** B"
"Q28: The `$` is required when accessing an enum case.<br>**Type:** True / False<br>- [ ] A) True<br>- [ ] B) False";"**Correct Answer(s):** B"
"Q29: Named arguments can be combined with positional arguments, but positional arguments must come first.<br>**Type:** True / False<br>- [ ] A) True<br>- [ ] B) False";"**Correct Answer(s):** A"
"Q30: What happens with this PHP 8.4 property hook?<br>```php<br>class Product {<br>    public string $name {<br>        set => trim($value);<br>    }<br>}<br>$p = new Product();<br>$p->name = '  Hello  ';<br>echo $p->name;<br>```<br>**Type:** Single answer<br>- [ ] A) `  Hello  ` (untrimmed)<br>- [ ] B) `Hello`<br>- [ ] C) An error — hooks require both get and set<br>- [ ] D) An error — hooks are not valid PHP";"**Correct Answer(s):** B"
"Q31: Which of the following are valid visibility modifiers in PHP 8.x? (Select all)<br>**Type:** Multiple choice<br>- [ ] A) `public`<br>- [ ] B) `private`<br>- [ ] C) `protected`<br>- [ ] D) `internal`<br>- [ ] E) `package`";"**Correct Answer(s):** A, B, C"
"Q32: What is the output?<br>```php<br>class A {<br>    public function whoAmI(): string {<br>        return static::class;<br>    }<br>}<br>class B extends A {}<br>echo (new B())->whoAmI();<br>```<br>**Type:** Single answer<br>- [ ] A) A<br>- [ ] B) B<br>- [ ] C) A fatal error<br>- [ ] D) An empty string";"**Correct Answer(s):** B"
"Q33: Which keyword prevents a class from being instantiated?<br>**Type:** Single answer<br>- [ ] A) `final`<br>- [ ] B) `abstract`<br>- [ ] C) `static`<br>- [ ] D) `readonly`";"**Correct Answer(s):** B"
"Q34: A `final` class can be extended by another class.<br>**Type:** True / False<br>- [ ] A) True<br>- [ ] B) False";"**Correct Answer(s):** B"
"Q35: What is the correct way to call a parent constructor in PHP?<br>**Type:** Single answer<br>- [ ] A) `parent::__construct()`<br>- [ ] B) `super().__init__()`<br>- [ ] C) `this->parent->construct()`<br>- [ ] D) `$this->__construct()`";"**Correct Answer(s):** A"
"Q36: What is the output?<br>```php<br>class Counter {<br>    private static int $count = 0;<br>    public function __construct() { self::$count++; }<br>    public static function getCount(): int { return self::$count; }<br>}<br>new Counter();<br>new Counter();<br>new Counter();<br>echo Counter::getCount();<br>```<br>**Type:** Single answer<br>- [ ] A) 1<br>- [ ] B) 3<br>- [ ] C) 0<br>- [ ] D) A fatal error";"**Correct Answer(s):** B"
"Q37: Which magic method is called when accessing a non-existent or inaccessible property?<br>**Type:** Single answer<br>- [ ] A) `__call()`<br>- [ ] B) `__get()`<br>- [ ] C) `__set()`<br>- [ ] D) `__isset()`";"**Correct Answer(s):** B"
"Q38: PHP supports multiple inheritance (extending more than one class).<br>**Type:** True / False<br>- [ ] A) True<br>- [ ] B) False";"**Correct Answer(s):** B"
"Q39: Which of the following are valid ways to check an object's type in PHP? (Select all)<br>**Type:** Multiple choice<br>- [ ] A) `instanceof`<br>- [ ] B) `is_a()`<br>- [ ] C) `typeof()`<br>- [ ] D) `get_class()`<br>- [ ] E) `::class`";"**Correct Answer(s):** A, B, D, E"
"Q40: What is the output?<br>```php<br>class Base {<br>    public function hello(): string { return 'Base'; }<br>}<br>class Child extends Base {<br>    public function hello(): string { return 'Child'; }<br>}<br>function greet(Base $obj): void { echo $obj->hello(); }<br>greet(new Child());<br>```<br>**Type:** Single answer<br>- [ ] A) Base<br>- [ ] B) Child<br>- [ ] C) A TypeError<br>- [ ] D) A fatal error";"**Correct Answer(s):** B"
"Q41: Which of the following statements about `__clone()` are true? (Select all)<br>**Type:** Multiple choice<br>- [ ] A) It is called when `clone $object` is used<br>- [ ] B) It performs a deep copy by default<br>- [ ] C) It allows customizing the clone behavior<br>- [ ] D) It is always public";"**Correct Answer(s):** A, C"
"Q42: What is the output?<br>```php<br>class A {<br>    public function __toString(): string { return 'Object A'; }<br>}<br>echo new A();<br>```<br>**Type:** Single answer<br>- [ ] A) `Object A`<br>- [ ] B) A fatal error<br>- [ ] C) Nothing (empty output)<br>- [ ] D) `A`";"**Correct Answer(s):** A"
"Q43: What is late static binding and which keyword enables it?<br>**Type:** Single answer<br>- [ ] A) `self` — resolves at runtime<br>- [ ] B) `static` — resolves at runtime to the calling class<br>- [ ] C) `parent` — resolves at runtime<br>- [ ] D) `this` — resolves at compile time";"**Correct Answer(s):** B"
"Q44: An `abstract` method must NOT have a body.<br>**Type:** True / False<br>- [ ] A) True<br>- [ ] B) False";"**Correct Answer(s):** A"
"Q45: What is the output?<br>```php<br>interface Printable { public function print(): void; }<br>class Doc implements Printable { public function print(): void { echo 'Doc'; } }<br>$obj = new Doc();<br>echo $obj instanceof Printable ? 'Yes' : 'No';<br>```<br>**Type:** Single answer<br>- [ ] A) Yes<br>- [ ] B) No<br>- [ ] C) A fatal error<br>- [ ] D) Doc";"**Correct Answer(s):** A"
"Q46: In PHP 8, you can use union types for properties. What is the syntax?<br>**Type:** Single answer<br>- [ ] A) `public string|int $value;`<br>- [ ] B) `public (string, int) $value;`<br>- [ ] C) `public union(string, int) $value;`<br>- [ ] D) `public $value: string|int;`";"**Correct Answer(s):** A"
"Q47: Promoted constructor parameters cannot have default values.<br>**Type:** True / False<br>- [ ] A) True<br>- [ ] B) False";"**Correct Answer(s):** B"
"Q48: What is the output?<br>```php<br>$obj = new stdClass();<br>$obj->dynamic = 'test';<br>echo $obj->dynamic;<br>```<br>**Type:** Single answer<br>- [ ] A) test<br>- [ ] B) A deprecation notice in PHP 8.2+<br>- [ ] C) A fatal error<br>- [ ] D) null";"**Correct Answer(s):** A"
"Q49: What happens when you try to set a `readonly` property twice?<br>**Type:** Single answer<br>- [ ] A) The second value overwrites the first<br>- [ ] B) An `Error` is thrown<br>- [ ] C) A deprecation notice is logged<br>- [ ] D) Nothing — the second assignment is silently ignored";"**Correct Answer(s):** B"
"Q50: Which PHP version introduced the `enum` keyword?<br>**Type:** Single answer<br>- [ ] A) PHP 7.4<br>- [ ] B) PHP 8.0<br>- [ ] C) PHP 8.1<br>- [ ] D) PHP 8.2";"**Correct Answer(s):** C"
"Q51: What keyword is used to declare a namespace in PHP?<br>**Type:** Single answer<br>- [ ] A) `package`<br>- [ ] B) `namespace`<br>- [ ] C) `module`<br>- [ ] D) `import`";"**Correct Answer(s):** B"
"Q52: The `namespace` declaration must be the very first statement in a PHP file.<br>**Type:** True / False<br>- [ ] A) True<br>- [ ] B) False";"**Correct Answer(s):** B"
"Q53: What does the `use` keyword do at the top of a PHP file?<br>**Type:** Single answer<br>- [ ] A) Includes another file<br>- [ ] B) Imports a class, function, or constant from a namespace<br>- [ ] C) Creates a dependency injection<br>- [ ] D) Starts a namespace block";"**Correct Answer(s):** B"
"Q54: What is the output?<br>```php<br>namespace App\Service;<br>class Logger { public function log(): string { return __NAMESPACE__; } }<br>echo (new Logger())->log();<br>```<br>**Type:** Single answer<br>- [ ] A) `App\Service`<br>- [ ] B) `Logger`<br>- [ ] C) `App\Service\Logger`<br>- [ ] D) An empty string";"**Correct Answer(s):** A"
"Q55: You can import multiple classes from the same namespace in a single `use` statement with braces.<br>**Type:** True / False<br>- [ ] A) True<br>- [ ] B) False";"**Correct Answer(s):** A"
"Q56: How do you alias a class on import?<br>**Type:** Single answer<br>- [ ] A) `use App\Service\Logger as Log;`<br>- [ ] B) `import App\Service\Logger alias Log;`<br>- [ ] C) `use App\Service\Logger => Log;`<br>- [ ] D) `namespace alias Log = App\Service\Logger;`";"**Correct Answer(s):** A"
"Q57: What does a leading backslash `\` before a class name mean?<br>**Type:** Single answer<br>- [ ] A) It references the class in the current namespace<br>- [ ] B) It references the class in the global namespace<br>- [ ] C) It's invalid syntax<br>- [ ] D) It imports the class";"**Correct Answer(s):** B"
"Q58: Two classes in different namespaces can have the same short class name.<br>**Type:** True / False<br>- [ ] A) True<br>- [ ] B) False";"**Correct Answer(s):** A"
