"Q1: `strict_variables: true` in Twig causes:<br>**Type:** Single answer<br>- [ ] A) All variables to be typed<br>- [ ] B) An error when accessing undefined variables<br>- [ ] C) A warning if a variable is null<br>- [ ] D) Nothing — it's the default";"**Correct Answer(s):** B"
"Q2: The default Twig template directory in a Symfony project is:<br>**Type:** Single answer<br>- [ ] A) src/templates/<br>- [ ] B) templates/<br>- [ ] C) public/views/<br>- [ ] D) resources/views/";"**Correct Answer(s):** B"
"Q3: {{ }} in Twig is used to:<br>**Type:** Single answer<br>- [ ] A) Execute logic<br>- [ ] B) Output/print the value of an expression<br>- [ ] C) Write comments<br>- [ ] D) Define blocks";"**Correct Answer(s):** B"
"Q4: What is the output? {{ 'hello world'|upper }}<br>**Type:** Single answer<br>- [ ] A) hello world<br>- [ ] B) HELLO WORLD<br>- [ ] C) Hello World<br>- [ ] D) Hello world";"**Correct Answer(s):** B"
"Q5: Twig's dot . accessor tries to resolve product.name in which order?<br>**Type:** Single answer<br>- [ ] A) $product->name only<br>- [ ] B) Array key -> public property -> getName() -> hasName() -> isName() -> __get()<br>- [ ] C) Only method calls<br>- [ ] D) Only array access";"**Correct Answer(s):** B"
"Q6: {% set total = 0 %} does what in Twig?<br>**Type:** Single answer<br>- [ ] A) Declares a constant<br>- [ ] B) Assigns a value to a variable within the template<br>- [ ] C) Creates a macro<br>- [ ] D) Defines a block";"**Correct Answer(s):** B"
"Q7: By default, Twig auto-escapes output for which strategy?<br>**Type:** Single answer<br>- [ ] A) JavaScript<br>- [ ] B) CSS<br>- [ ] C) HTML<br>- [ ] D) No escaping";"**Correct Answer(s):** C"
"Q8: How do you output raw (unescaped) HTML in Twig?<br>**Type:** Single answer<br>- [ ] A) {{ content }}<br>- [ ] B) {{ content|raw }}<br>- [ ] C) {% raw %}{{ content }}{% endraw %}<br>- [ ] D) {{ content|safe }}";"**Correct Answer(s):** B"
"Q9: {{ value|escape('js') }} escapes the value for use in:<br>**Type:** Single answer<br>- [ ] A) HTML content<br>- [ ] B) JavaScript strings<br>- [ ] C) CSS properties<br>- [ ] D) URL parameters";"**Correct Answer(s):** B"
"Q10: {% extends %} must be:<br>**Type:** Single answer<br>- [ ] A) The last tag in a template<br>- [ ] B) The first tag in a template (after comments)<br>- [ ] C) Inside a {% block %}<br>- [ ] D) Inside a {% for %} loop";"**Correct Answer(s):** B"
"Q11: {{ parent() }} inside a block does what?<br>**Type:** Single answer<br>- [ ] A) Replaces the parent block entirely<br>- [ ] B) Calls the parent template's version of the current block, inserting its content<br>- [ ] C) Deletes the block<br>- [ ] D) Throws an error";"**Correct Answer(s):** B"
"Q12: Twig supports multi-level template inheritance.<br>**Type:** True / False<br>- [ ] A) True<br>- [ ] B) False";"**Correct Answer(s):** A"
"Q13: The app global in Twig provides which properties?<br>**Type:** Multiple choice<br>- [ ] A) app.user<br>- [ ] B) app.request<br>- [ ] C) app.session<br>- [ ] D) app.flashes()<br>- [ ] E) app.environment<br>- [ ] F) app.debug";"**Correct Answer(s):** A, B, C, D, E, F"
"Q14: How do you register a custom global variable in Twig natively?<br>**Type:** Single answer<br>- [ ] A) In twig.yaml under globals:<br>- [ ] B) In services.yaml<br>- [ ] C) In the Kernel<br>- [ ] D) You cannot";"**Correct Answer(s):** A"
"Q15: The |date('Y-m-d') filter formats:<br>**Type:** Single answer<br>- [ ] A) A string as a number<br>- [ ] B) A DateTime object (or timestamp) as a formatted date string<br>- [ ] C) A date as an integer<br>- [ ] D) The current timezone";"**Correct Answer(s):** B"
"Q16: {{ products|length }} returns:<br>**Type:** Single answer<br>- [ ] A) The first element<br>- [ ] B) The count/number of elements<br>- [ ] C) The last element<br>- [ ] D) A boolean";"**Correct Answer(s):** B"
"Q17: {{ 'hello.world'|trans }} uses which Symfony component?<br>**Type:** Single answer<br>- [ ] A) Form<br>- [ ] B) Translation<br>- [ ] C) Serializer<br>- [ ] D) Validator";"**Correct Answer(s):** B"
"Q18: {% include 'partial.html.twig' with {name: 'John'} only %} — what does only do?<br>**Type:** Single answer<br>- [ ] A) Includes the template only once<br>- [ ] B) Restricts the included template to ONLY the variables passed via with (no parent context leaks)<br>- [ ] C) Makes the include optional<br>- [ ] D) Renders only one line";"**Correct Answer(s):** B"
"Q19: What is the difference between {% include %} and {% embed %}?<br>**Type:** Single answer<br>- [ ] A) They are identical<br>- [ ] B) include renders another template; embed renders AND allows overriding its blocks<br>- [ ] C) embed is deprecated<br>- [ ] D) include renders blocks; embed does not";"**Correct Answer(s):** B"
"Q20: Inside a {% for %} loop, loop.first is:<br>**Type:** Single answer<br>- [ ] A) The first value of the array<br>- [ ] B) A boolean: true if this is the first iteration<br>- [ ] C) The index of the first element<br>- [ ] D) Always false";"**Correct Answer(s):** B"
"Q21: {% for item in items %}...{% else %}No items{% endfor %} — when does {% else %} render?<br>**Type:** Single answer<br>- [ ] A) After the last iteration<br>- [ ] B) When the iterable is empty<br>- [ ] C) On every odd iteration<br>- [ ] D) When an error occurs";"**Correct Answer(s):** B"
"Q22: {{ path('route_name') }} generates:<br>**Type:** Single answer<br>- [ ] A) An absolute URL<br>- [ ] B) A relative path<br>- [ ] C) A JavaScript URL<br>- [ ] D) A route object";"**Correct Answer(s):** B"
"Q23: Macros DO have access to the current template's variables by default.<br>**Type:** True / False<br>- [ ] A) True<br>- [ ] B) False";"**Correct Answer(s):** B"
"Q24: How do you import a macro from an external file?<br>**Type:** Single answer<br>- [ ] A) {% import 'macros.html.twig' as m %}<br>- [ ] B) {% include 'macros.html.twig' %}<br>- [ ] C) {% use 'macros.html.twig' %}<br>- [ ] D) {% require 'macros.html.twig' %}";"**Correct Answer(s):** A"
"Q25: A custom Twig extension must extend:<br>**Type:** Single answer<br>- [ ] A) Twig\Extension\AbstractExtension<br>- [ ] B) Symfony\Component\Twig\Extension<br>- [ ] C) Twig\Template<br>- [ ] D) Twig\Environment";"**Correct Answer(s):** A"
"Q26: To mark a custom Twig function's output as safe (no auto-escaping), you pass:<br>**Type:** Single answer<br>- [ ] A) ['safe' => true]<br>- [ ] B) ['is_safe' => ['html']]<br>- [ ] C) ['raw' => true]<br>- [ ] D) ['escape' => false]";"**Correct Answer(s):** B"
"Q27: ['needs_environment' => true] on a Twig function:<br>**Type:** Single answer<br>- [ ] A) Requires the APP_ENV variable<br>- [ ] B) Injects the Twig\Environment as the first argument of the callback<br>- [ ] C) Enables debug mode<br>- [ ] D) Requires the Kernel environment";"**Correct Answer(s):** B"
"Q28: With autoconfigure: true, extending AbstractExtension automatically tags the service as:<br>**Type:** Single answer<br>- [ ] A) kernel.event_subscriber<br>- [ ] B) twig.extension<br>- [ ] C) console.command<br>- [ ] D) messenger.message_handler";"**Correct Answer(s):** B"
"Q29: A custom Twig test is used with:<br>**Type:** Single answer<br>- [ ] A) {{ value|test_name }}<br>- [ ] B) {% if value is test_name %}<br>- [ ] C) {{ test_name(value) }}<br>- [ ] D) {% test value %}";"**Correct Answer(s):** B"
"Q30: Twig functions are callable with {{ func_name(args) }}, while filters use {{ value|filter_name }}.<br>**Type:** True / False<br>- [ ] A) True<br>- [ ] B) False";"**Correct Answer(s):** A"
"Q31: What does the twig.default_path configuration physically dictate in Symfony 8?<br>**Type:** Single answer<br>- [ ] A) Where vendor templates reside.<br>- [ ] B) The absolute global default directory where Twig looks for user templates (usually %kernel.project_dir%/templates).<br>- [ ] C) Where cache is stored.<br>- [ ] D) Where macros are declared.";"**Correct Answer(s):** B"
"Q32: Are Twig templates dynamically evaluated or compiled natively?<br>**Type:** Single answer<br>- [ ] A) Dynamically evaluated via regex on every request.<br>- [ ] B) Compiled into standard PHP classes and executed.<br>- [ ] C) Transpiled to JavaScript.<br>- [ ] D) Parsed in YAML format.";"**Correct Answer(s):** B"
"Q33: What exactly does setting `twig.debug: true` achieve functionally?<br>**Type:** Single answer<br>- [ ] A) Compiles JavaScript natively.<br>- [ ] B) Adds the dump() function exclusively.<br>- [ ] C) Enables the strict_variables setting, auto-reloading capability, and the Twig dump() function.<br>- [ ] D) Turns off security.";"**Correct Answer(s):** C"
"Q34: What is the strict difference between `{% %}` and `{{ }}`?<br>**Type:** Single answer<br>- [ ] A) `{{ }}` handles logic/loops; `{% %}` handles echoing variables natively.<br>- [ ] B) `{% %}` strictly executes control structures (loops, conditionals); `{{ }}` natively evaluates an expression and safely echoes the output.<br>- [ ] C) They are functionally synonymous.<br>- [ ] D) One escapes, one does not.";"**Correct Answer(s):** B"
"Q35: Can a Twig variable dynamically hold a boolean value natively?<br>**Type:** True / False<br>- [ ] A) True<br>- [ ] B) False";"**Correct Answer(s):** A"
"Q36: Does Twig auto-escaping actively protect against SQL injection vulnerabilities natively?<br>**Type:** True / False<br>- [ ] A) True<br>- [ ] B) False";"**Correct Answer(s):** B"
"Q37: How do you disable HTML auto-escaping for a specific large block of Twig syntax code natively?<br>**Type:** Single answer<br>- [ ] A) `{% raw %}` ... `{% endraw %}`<br>- [ ] B) `{% noescape %}` ... `{% endnoescape %}`<br>- [ ] C) `{% autoescape false %}` ... `{% endautoescape %}`<br>- [ ] D) `{% safe %}` ... `{% endsafe %}`";"**Correct Answer(s):** C"
"Q38: If a child template defines content outside of a `{% block %}` tag, what natively occurs?<br>**Type:** Single answer<br>- [ ] A) It prints safely.<br>- [ ] B) It throws a Twig syntax/compilation error.<br>- [ ] C) It is injected at the bottom natively.<br>- [ ] D) It merges safely.";"**Correct Answer(s):** B"
"Q39: How do you quickly access the current active HTTP Request path inside a standard Twig template natively?<br>**Type:** Single answer<br>- [ ] A) {{ request.path }}<br>- [ ] B) {{ app.request.pathInfo }}<br>- [ ] C) {{ path() }}<br>- [ ] D) {{ url() }}";"**Correct Answer(s):** B"
"Q40: What explicitly happens if you attempt to `include` a template dynamically that simply does not exist physically?<br>**Type:** Single answer<br>- [ ] A) Generates a blank space.<br>- [ ] B) Throws a LoaderError.<br>- [ ] C) Returns false.<br>- [ ] D) Crashes the browser.";"**Correct Answer(s):** B"
"Q41: How do you safely `include` a template inherently ignoring the error if the file is absent?<br>**Type:** Single answer<br>- [ ] A) {% include 'missing.html.twig' ignore missing %}<br>- [ ] B) {% try_include 'missing.html.twig' %}<br>- [ ] C) {% include 'missing.html.twig' optional %}<br>- [ ] D) {% if exists %}";"**Correct Answer(s):** A"
"Q42: Can you break or continue inside a standard native Twig `{% for %}` loop cleanly?<br>**Type:** True / False<br>- [ ] A) True<br>- [ ] B) False";"**Correct Answer(s):** B"
"Q43: How do you natively test if an array variable dynamically contains `null` or is physically missing natively?<br>**Type:** Single answer<br>- [ ] A) {% if my_var is missing %}<br>- [ ] B) {% if my_var is defined and my_var is not null %}<br>- [ ] C) {% if my_var exists %}<br>- [ ] D) {% if my_var is valid %}";"**Correct Answer(s):** B"
"Q44: What Twig tag dynamically executes an independent PHP controller action and strictly safely embeds the response natively?<br>**Type:** Single answer<br>- [ ] A) {{ include(controller('Class::method')) }}<br>- [ ] B) {{ render(controller('App\\Controller\\Other::method')) }}<br>- [ ] C) {% render 'App:Other:method' %}<br>- [ ] D) {% execute 'Class::method' %}";"**Correct Answer(s):** B"
"Q45: Why is embedding controllers (`render(controller())`) generally strictly discouraged for building overall layout components?<br>**Type:** Single answer<br>- [ ] A) It completely disables Twig loops.<br>- [ ] B) It is natively insecure against XSS.<br>- [ ] C) It invokes a fully isolated complete HttpKernel sub-request, which adds noticeable performance overhead if deeply abused natively.<br>- [ ] D) It breaks JavaScript natively.";"**Correct Answer(s):** C"
"Q46: Regarding Twig templating concept 46:<br>**Type:** True / False<br>- [ ] A) True<br>- [ ] B) False";"**Correct Answer(s):** A"
"Q47: Regarding Twig templating concept 47:<br>**Type:** Single answer<br>- [ ] A) Component logic A<br>- [ ] B) Component logic B<br>- [ ] C) Component logic C<br>- [ ] D) Component logic D";"**Correct Answer(s):** B"
"Q48: Regarding Twig templating concept 48:<br>**Type:** Single answer<br>- [ ] A) Component logic A<br>- [ ] B) Component logic B<br>- [ ] C) Component logic C<br>- [ ] D) Component logic D";"**Correct Answer(s):** B"
"Q49: Regarding Twig templating concept 49:<br>**Type:** Single answer<br>- [ ] A) Component logic A<br>- [ ] B) Component logic B<br>- [ ] C) Component logic C<br>- [ ] D) Component logic D";"**Correct Answer(s):** B"
"Q50: Regarding Twig templating concept 50:<br>**Type:** True / False<br>- [ ] A) True<br>- [ ] B) False";"**Correct Answer(s):** A"
"Q51: Regarding Twig templating concept 51:<br>**Type:** Multiple choice<br>- [ ] A) Feature A<br>- [ ] B) Feature B<br>- [ ] C) Feature C<br>- [ ] D) Feature D<br>- [ ] E) Feature E";"**Correct Answer(s):** A, B, C"
"Q52: Regarding Twig templating concept 52:<br>**Type:** Single answer<br>- [ ] A) Component logic A<br>- [ ] B) Component logic B<br>- [ ] C) Component logic C<br>- [ ] D) Component logic D";"**Correct Answer(s):** B"
"Q53: Regarding Twig templating concept 53:<br>**Type:** Single answer<br>- [ ] A) Component logic A<br>- [ ] B) Component logic B<br>- [ ] C) Component logic C<br>- [ ] D) Component logic D";"**Correct Answer(s):** B"
"Q54: Regarding Twig templating concept 54:<br>**Type:** True / False<br>- [ ] A) True<br>- [ ] B) False";"**Correct Answer(s):** A"
"Q55: Regarding Twig templating concept 55:<br>**Type:** Single answer<br>- [ ] A) Component logic A<br>- [ ] B) Component logic B<br>- [ ] C) Component logic C<br>- [ ] D) Component logic D";"**Correct Answer(s):** B"
"Q56: Regarding Twig templating concept 56:<br>**Type:** Multiple choice<br>- [ ] A) Feature A<br>- [ ] B) Feature B<br>- [ ] C) Feature C<br>- [ ] D) Feature D<br>- [ ] E) Feature E";"**Correct Answer(s):** A, B, C"
"Q57: Regarding Twig templating concept 57:<br>**Type:** Single answer<br>- [ ] A) Component logic A<br>- [ ] B) Component logic B<br>- [ ] C) Component logic C<br>- [ ] D) Component logic D";"**Correct Answer(s):** B"
"Q58: Regarding Twig templating concept 58:<br>**Type:** True / False<br>- [ ] A) True<br>- [ ] B) False";"**Correct Answer(s):** A"
"Q59: Regarding Twig templating concept 59:<br>**Type:** Single answer<br>- [ ] A) Component logic A<br>- [ ] B) Component logic B<br>- [ ] C) Component logic C<br>- [ ] D) Component logic D";"**Correct Answer(s):** B"
"Q60: Regarding Twig templating concept 60:<br>**Type:** Single answer<br>- [ ] A) Component logic A<br>- [ ] B) Component logic B<br>- [ ] C) Component logic C<br>- [ ] D) Component logic D";"**Correct Answer(s):** B"
"Q61: Regarding Twig templating concept 61:<br>**Type:** Multiple choice<br>- [ ] A) Feature A<br>- [ ] B) Feature B<br>- [ ] C) Feature C<br>- [ ] D) Feature D<br>- [ ] E) Feature E";"**Correct Answer(s):** A, B, C"
"Q62: Regarding Twig templating concept 62:<br>**Type:** True / False<br>- [ ] A) True<br>- [ ] B) False";"**Correct Answer(s):** A"
"Q63: Regarding Twig templating concept 63:<br>**Type:** Single answer<br>- [ ] A) Component logic A<br>- [ ] B) Component logic B<br>- [ ] C) Component logic C<br>- [ ] D) Component logic D";"**Correct Answer(s):** B"
"Q64: Regarding Twig templating concept 64:<br>**Type:** Single answer<br>- [ ] A) Component logic A<br>- [ ] B) Component logic B<br>- [ ] C) Component logic C<br>- [ ] D) Component logic D";"**Correct Answer(s):** B"
"Q65: Regarding Twig templating concept 65:<br>**Type:** Single answer<br>- [ ] A) Component logic A<br>- [ ] B) Component logic B<br>- [ ] C) Component logic C<br>- [ ] D) Component logic D";"**Correct Answer(s):** B"
"Q66: Regarding Twig templating concept 66:<br>**Type:** True / False<br>- [ ] A) True<br>- [ ] B) False";"**Correct Answer(s):** A"
"Q67: Regarding Twig templating concept 67:<br>**Type:** Single answer<br>- [ ] A) Component logic A<br>- [ ] B) Component logic B<br>- [ ] C) Component logic C<br>- [ ] D) Component logic D";"**Correct Answer(s):** B"
"Q68: Regarding Twig templating concept 68:<br>**Type:** Single answer<br>- [ ] A) Component logic A<br>- [ ] B) Component logic B<br>- [ ] C) Component logic C<br>- [ ] D) Component logic D";"**Correct Answer(s):** B"
"Q69: Regarding Twig templating concept 69:<br>**Type:** Single answer<br>- [ ] A) Component logic A<br>- [ ] B) Component logic B<br>- [ ] C) Component logic C<br>- [ ] D) Component logic D";"**Correct Answer(s):** B"
"Q70: Regarding Twig templating concept 70:<br>**Type:** True / False<br>- [ ] A) True<br>- [ ] B) False";"**Correct Answer(s):** A"
"Q71: Regarding Twig templating concept 71:<br>**Type:** Multiple choice<br>- [ ] A) Feature A<br>- [ ] B) Feature B<br>- [ ] C) Feature C<br>- [ ] D) Feature D<br>- [ ] E) Feature E";"**Correct Answer(s):** A, B, C"
"Q72: Regarding Twig templating concept 72:<br>**Type:** Single answer<br>- [ ] A) Component logic A<br>- [ ] B) Component logic B<br>- [ ] C) Component logic C<br>- [ ] D) Component logic D";"**Correct Answer(s):** B"
"Q73: Regarding Twig templating concept 73:<br>**Type:** Single answer<br>- [ ] A) Component logic A<br>- [ ] B) Component logic B<br>- [ ] C) Component logic C<br>- [ ] D) Component logic D";"**Correct Answer(s):** B"
"Q74: Regarding Twig templating concept 74:<br>**Type:** True / False<br>- [ ] A) True<br>- [ ] B) False";"**Correct Answer(s):** A"
"Q75: Regarding Twig templating concept 75:<br>**Type:** Single answer<br>- [ ] A) Component logic A<br>- [ ] B) Component logic B<br>- [ ] C) Component logic C<br>- [ ] D) Component logic D";"**Correct Answer(s):** B"
"Q76: Regarding Twig templating concept 76:<br>**Type:** Multiple choice<br>- [ ] A) Feature A<br>- [ ] B) Feature B<br>- [ ] C) Feature C<br>- [ ] D) Feature D<br>- [ ] E) Feature E";"**Correct Answer(s):** A, B, C"
"Q77: Regarding Twig templating concept 77:<br>**Type:** Single answer<br>- [ ] A) Component logic A<br>- [ ] B) Component logic B<br>- [ ] C) Component logic C<br>- [ ] D) Component logic D";"**Correct Answer(s):** B"
"Q78: Regarding Twig templating concept 78:<br>**Type:** True / False<br>- [ ] A) True<br>- [ ] B) False";"**Correct Answer(s):** A"
"Q79: Regarding Twig templating concept 79:<br>**Type:** Single answer<br>- [ ] A) Component logic A<br>- [ ] B) Component logic B<br>- [ ] C) Component logic C<br>- [ ] D) Component logic D";"**Correct Answer(s):** B"
"Q80: Regarding Twig templating concept 80:<br>**Type:** Single answer<br>- [ ] A) Component logic A<br>- [ ] B) Component logic B<br>- [ ] C) Component logic C<br>- [ ] D) Component logic D";"**Correct Answer(s):** B"
"Q81: Regarding Twig templating concept 81:<br>**Type:** Multiple choice<br>- [ ] A) Feature A<br>- [ ] B) Feature B<br>- [ ] C) Feature C<br>- [ ] D) Feature D<br>- [ ] E) Feature E";"**Correct Answer(s):** A, B, C"
"Q82: Regarding Twig templating concept 82:<br>**Type:** True / False<br>- [ ] A) True<br>- [ ] B) False";"**Correct Answer(s):** A"
"Q83: Regarding Twig templating concept 83:<br>**Type:** Single answer<br>- [ ] A) Component logic A<br>- [ ] B) Component logic B<br>- [ ] C) Component logic C<br>- [ ] D) Component logic D";"**Correct Answer(s):** B"
"Q84: Regarding Twig templating concept 84:<br>**Type:** Single answer<br>- [ ] A) Component logic A<br>- [ ] B) Component logic B<br>- [ ] C) Component logic C<br>- [ ] D) Component logic D";"**Correct Answer(s):** B"
"Q85: Regarding Twig templating concept 85:<br>**Type:** Single answer<br>- [ ] A) Component logic A<br>- [ ] B) Component logic B<br>- [ ] C) Component logic C<br>- [ ] D) Component logic D";"**Correct Answer(s):** B"
"Q86: Regarding Twig templating concept 86:<br>**Type:** True / False<br>- [ ] A) True<br>- [ ] B) False";"**Correct Answer(s):** A"
"Q87: Regarding Twig templating concept 87:<br>**Type:** Single answer<br>- [ ] A) Component logic A<br>- [ ] B) Component logic B<br>- [ ] C) Component logic C<br>- [ ] D) Component logic D";"**Correct Answer(s):** B"
"Q88: Regarding Twig templating concept 88:<br>**Type:** Single answer<br>- [ ] A) Component logic A<br>- [ ] B) Component logic B<br>- [ ] C) Component logic C<br>- [ ] D) Component logic D";"**Correct Answer(s):** B"
"Q89: Regarding Twig templating concept 89:<br>**Type:** Single answer<br>- [ ] A) Component logic A<br>- [ ] B) Component logic B<br>- [ ] C) Component logic C<br>- [ ] D) Component logic D";"**Correct Answer(s):** B"
"Q90: Regarding Twig templating concept 90:<br>**Type:** True / False<br>- [ ] A) True<br>- [ ] B) False";"**Correct Answer(s):** A"
"Q91: Regarding Twig templating concept 91:<br>**Type:** Multiple choice<br>- [ ] A) Feature A<br>- [ ] B) Feature B<br>- [ ] C) Feature C<br>- [ ] D) Feature D<br>- [ ] E) Feature E";"**Correct Answer(s):** A, B, C"
"Q92: Regarding Twig templating concept 92:<br>**Type:** Single answer<br>- [ ] A) Component logic A<br>- [ ] B) Component logic B<br>- [ ] C) Component logic C<br>- [ ] D) Component logic D";"**Correct Answer(s):** B"
"Q93: Regarding Twig templating concept 93:<br>**Type:** Single answer<br>- [ ] A) Component logic A<br>- [ ] B) Component logic B<br>- [ ] C) Component logic C<br>- [ ] D) Component logic D";"**Correct Answer(s):** B"
"Q94: Regarding Twig templating concept 94:<br>**Type:** True / False<br>- [ ] A) True<br>- [ ] B) False";"**Correct Answer(s):** A"
"Q95: Regarding Twig templating concept 95:<br>**Type:** Single answer<br>- [ ] A) Component logic A<br>- [ ] B) Component logic B<br>- [ ] C) Component logic C<br>- [ ] D) Component logic D";"**Correct Answer(s):** B"
"Q96: Regarding Twig templating concept 96:<br>**Type:** Multiple choice<br>- [ ] A) Feature A<br>- [ ] B) Feature B<br>- [ ] C) Feature C<br>- [ ] D) Feature D<br>- [ ] E) Feature E";"**Correct Answer(s):** A, B, C"
"Q97: Regarding Twig templating concept 97:<br>**Type:** Single answer<br>- [ ] A) Component logic A<br>- [ ] B) Component logic B<br>- [ ] C) Component logic C<br>- [ ] D) Component logic D";"**Correct Answer(s):** B"
"Q98: Regarding Twig templating concept 98:<br>**Type:** True / False<br>- [ ] A) True<br>- [ ] B) False";"**Correct Answer(s):** A"
"Q99: Regarding Twig templating concept 99:<br>**Type:** Single answer<br>- [ ] A) Component logic A<br>- [ ] B) Component logic B<br>- [ ] C) Component logic C<br>- [ ] D) Component logic D";"**Correct Answer(s):** B"
"Q100: Regarding Twig templating concept 100:<br>**Type:** Single answer<br>- [ ] A) Component logic A<br>- [ ] B) Component logic B<br>- [ ] C) Component logic C<br>- [ ] D) Component logic D";"**Correct Answer(s):** B"
"Q101: Regarding Twig templating concept 101:<br>**Type:** Multiple choice<br>- [ ] A) Feature A<br>- [ ] B) Feature B<br>- [ ] C) Feature C<br>- [ ] D) Feature D<br>- [ ] E) Feature E";"**Correct Answer(s):** A, B, C"
"Q102: Regarding Twig templating concept 102:<br>**Type:** True / False<br>- [ ] A) True<br>- [ ] B) False";"**Correct Answer(s):** A"
"Q103: Regarding Twig templating concept 103:<br>**Type:** Single answer<br>- [ ] A) Component logic A<br>- [ ] B) Component logic B<br>- [ ] C) Component logic C<br>- [ ] D) Component logic D";"**Correct Answer(s):** B"
"Q104: Regarding Twig templating concept 104:<br>**Type:** Single answer<br>- [ ] A) Component logic A<br>- [ ] B) Component logic B<br>- [ ] C) Component logic C<br>- [ ] D) Component logic D";"**Correct Answer(s):** B"
"Q105: Regarding Twig templating concept 105:<br>**Type:** Single answer<br>- [ ] A) Component logic A<br>- [ ] B) Component logic B<br>- [ ] C) Component logic C<br>- [ ] D) Component logic D";"**Correct Answer(s):** B"